target_graph_num_vertices,target_graph_num_edges,target_graph_path,subgraph_num_vertices,subgraph_num_edges,subgraph_path,min,max,num_samples,median,mean,stdev,num_found_matchings
200,600,si/si4_bvg_b03m_200/si4_b03m_m200.05/target,80,204,si/si4_bvg_b03m_200/si4_b03m_m200.05/pattern,17.06260238494724,19.5580338309519,10,18.203818057198077,18.297514195274562,1.2478041725245825,4608
200,600,si/si4_bvg_b03m_200/si4_b03m_m200.09/target,80,192,si/si4_bvg_b03m_200/si4_b03m_m200.09/pattern,279.0432641245425,283.541627606377,10,279.99955420475453,280.215064367,1.259932287995149,11059200
200,1200,si/si4_bvg_b06_200/si4_b06_m200.00/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.00/pattern,0.4881288008764386,0.4959575207903981,10,0.49133111210539937,0.49151420798152684,0.0025963283446848937,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.01/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.01/pattern,0.5575014669448137,0.5636183153837919,10,0.5590374227613211,0.559424775838852,0.001596049551442624,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.02/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.02/pattern,0.5291895950213075,0.5480996947735548,10,0.5309431180357933,0.5336145672947168,0.006181646772929921,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.03/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.03/pattern,0.4160584919154644,0.42512797098606825,10,0.41823504166677594,0.41875246865674853,0.002520993930312996,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.04/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.04/pattern,0.45484234718605876,0.4571445439942181,10,0.455576591193676,0.45574913374148307,0.0008138990369065277,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.05/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.05/pattern,0.5328172128647566,0.5468001612462103,10,0.5350452072452754,0.5362956148106605,0.003971828720440977,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.06/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.06/pattern,0.5119986934587359,0.5179659463465214,10,0.5147209665738046,0.5147798187099397,0.0018688048326545679,400
200,1200,si/si4_bvg_b06_200/si4_b06_m200.07/target,80,468,si/si4_bvg_b06_200/si4_b06_m200.07/pattern,0.5485154325142503,0.5574709651991725,10,0.5560413710772991,0.5549235628917814,0.0026967511254280124,400
